frame,iou,dice,gt_px,pred_px,latency_s
00124,0.000911115610447459,0.0018205724688985536,212,177754,0.42513681401032954
00125,0.0,0.0,7397,68664,0.43261640798300505
00126,0.0,0.0,67,0,0.4048360410379246
00127,0.0,0.0,637,2693,0.41495744802523404
00128,0.0,0.0,2383,247,0.40977401298005134
00129,0.0,0.0,618,0,0.40545091399690136
00130,0.0035116494238371606,0.006998721790331706,3136,44587,0.42551053303759545
00131,0.0,0.0,1160,6729,0.4156958720413968
00132,0.0,0.0,494,0,0.4031691759591922
00133,0.0011505714504870753,0.0022984983144345695,3497,22607,0.4330507140257396
00134,0.0,0.0,3884,27496,0.41522581299068406
00135,0.007705008255365988,0.015292190060076462,3230,15080,0.4181635809945874
00136,0.002395926924228811,0.004780400358530027,920,5774,0.42041128396522254
00137,0.014760530272914255,0.02909165233090903,1367,57344,0.4492275169468485
00139,0.0,0.0,2550,1214,0.4073043160024099
00140,0.0005613796884995496,0.0011221294363256784,7386,69254,0.4262664709822275
00141,0.0,0.0,119,4822,0.4262566369725391
00142,0.0026882867505867293,0.0053621584815729,3405,43591,0.45159331802278757
00144,0.0,0.0,1620,0,0.4458232629694976
00145,0.0,0.0,25,5206,0.4714063049759716
00146,0.00027592459375030796,0.0005516969607408502,85,101420,0.46755325800040737
00147,0.0,0.0,953,0,0.44106729701161385
00148,0.0,0.0,22,52017,0.4235788409714587
00149,0.0,0.0,5044,0,0.415691596979741
00151,0.004077714285714286,0.0081223081195764,2173,217469,0.44207212899345905
00152,5.724644594981395e-05,0.00011448633796366967,485,51923,0.45365544402739033
00153,0.0,0.0,495,0,0.4360570249846205
00154,0.0,0.0,2205,1126,0.411707790044602
00155,0.0009679292766341873,0.0019339865910263023,3599,27425,0.4253736409591511
00156,0.0,0.0,901,0,0.4100805720081553
00158,0.004122530775837389,0.008211210583338084,3822,48789,0.4366356870159507
00159,0.0,0.0,48,72060,0.4311151639558375
00160,0.0,0.0,21,74887,0.44613444502465427
00161,0.0,0.0,9126,0,0.4084882360184565
00162,0.0,0.0,1117,0,0.40490182500798255
00163,0.0,0.0,2163,41192,0.42092349799349904
00164,0.0,0.0,8959,44062,0.41225524398032576
00165,0.0,0.0,83,0,0.409132040978875
00166,0.0,0.0,919,0,0.4121201469679363
00167,0.0,0.0,26,0,0.4069574649911374
00168,0.0,0.0,9090,0,0.4073895200272091
00169,0.0,0.0,479,632,0.41494694899301976
00170,0.0276812731144234,0.05387131952017448,6403,11937,0.42580803896998987
00171,0.0011539213768824565,0.0023051827541073276,236,50953,0.43312801100546494
00172,0.0,0.0,1072,0,0.4005245770094916
00173,0.053854875283446714,0.10220548682087144,4117,1460,0.41264148498885334
00175,0.0005103487383045081,0.0010201768306506462,438,34850,0.4162088899756782
00176,0.0,0.0,1126,0,0.41118051402736455
00177,0.0,0.0,1493,0,0.40618091501528397
00178,0.011033238498369301,0.02182566918325326,2563,99427,0.44225104100769386
00179,0.0,0.0,657,0,0.4228523320052773
00180,0.011851015801354402,0.023424428332403793,3097,5868,0.4097617990337312
00181,0.0003426669277462307,0.000685099094690482,2279,99896,0.428603099018801
00182,0.0,0.0,2861,428,0.4083459429675713
00183,0.01389209009952855,0.02740348846821526,8158,40230,0.41771584597881883
00184,0.0017026451809060504,0.0033995022157469797,3587,12886,0.4159258760046214
00185,0.0002844950213371266,0.0005688282138794084,2506,1010,0.40805169503437355
00186,0.0,0.0,1191,0,0.4106151399901137
00187,0.009412656808928012,0.01864976973576771,5515,116953,0.4403975650202483
00189,0.0,0.0,10387,0,0.40032622596481815
00190,0.007384144006127921,0.014660036193865291,1299,64458,0.43861768301576376
00191,0.00384631923971886,0.0076631635062066866,2288,207808,0.42798621399560943
00192,0.0,0.0,366,2255,0.4065478020347655
00193,0.0,0.0,7182,0,0.40981943800579756
00194,0.010714697923746746,0.021202220459952417,5083,152542,0.4401510559837334
00195,0.0,0.0,687,811,0.41407232300844043
00196,0.0,0.0,9143,20925,0.4232836680021137
00197,0.0017653981953707335,0.0035245741139612297,9078,16457,0.4259167140116915
00198,0.0,0.0,8272,4098,0.41623647999949753
00199,0.0,0.0,942,0,0.41629789798753336
00200,0.004245166598107775,0.008454442678550948,395,60638,0.44111499103019014
00201,0.006163816635260553,0.012252113489576952,2667,54466,0.437085727986414
00202,0.0,0.0,10442,0,0.402362555032596
00203,0.003122187218721872,0.0062249390124218375,458,35205,0.44017972704023123
00204,0.0,0.0,1116,0,0.4053063920000568
00205,0.011669124180964193,0.02306905272098994,1422,102180,0.4344045579782687
00206,0.013061126508521922,0.025785465786327455,2051,90792,0.43697944399900734
00207,0.00854508657521925,0.0169453734671126,4065,420,0.40216127602616325
00208,0.0,0.0,1529,0,0.40049992001149803
00209,0.0,0.0,6952,1426,0.4031770399888046
00210,0.0,0.0,1548,2360,0.4050732949981466
00211,0.0,0.0,10309,0,0.4047077050199732
00212,0.0,0.0,1078,0,0.4152537179761566
00213,0.0,0.0,11130,0,0.40199970098910853
00214,0.0,0.0,583,0,0.43059535801876336
00215,0.0,0.0,657,39665,0.4066279539838433
00216,0.00022287003111265635,0.0004456407422592203,234,111964,0.4206886980100535
00217,0.0,0.0,282,0,0.4269208310288377
00218,0.0,0.0,11870,0,0.41480709600728005
00219,0.0005236916675633989,0.0010468351162990794,282,139186,0.44600113498745486
00220,0.006303549571603427,0.012528127470656207,2293,96365,0.4293633869965561
00221,0.002821916251586144,0.00562795089707271,970,51980,0.43437482201261446
00222,0.0,0.0,1919,1395,0.4006124149891548
00223,0.013441166419865588,0.02652579521186917,884,8013,0.4093618699698709
00224,0.0,0.0,1819,428,0.3999765219632536
00225,0.0,0.0,2739,403,0.4031012849882245
00226,0.0,0.0,8653,21416,0.4093369959737174
00227,0.0,0.0,1399,0,0.4039295539841987
00228,0.0,0.0,1623,4915,0.41267898998921737
00229,0.0,0.0,984,0,0.400094544980675
00230,0.0,0.0,10896,53,0.3983732119668275
00231,0.0,0.0,570,0,0.4016284969984554
00232,0.00837874659400545,0.016618253056812807,1498,13305,0.41392996202921495
00234,0.0018123418686859624,0.003618126455310765,548,55282,0.4259970039711334
00235,0.011677934849416103,0.023086269744835967,6240,3636,0.41026188200339675
00236,0.0,0.0,116,0,0.40710685902740806
00237,0.0,0.0,2762,0,0.41792128601809964
00238,0.0,0.0,28,0,0.4089368479908444
00239,0.0026099211803803524,0.005206254447009007,180,57443,0.4274132890277542
00240,0.0,0.0,1114,456,0.4011854709824547
00241,0.003922751961375981,0.007814848211602044,2685,17277,0.42967090802267194
00242,0.0,0.0,1350,0,0.39811086404370144
00243,0.0,0.0,395,0,0.40667396504431963
00244,0.0,0.0,1114,2488,0.4158706769812852
00245,0.014961205246859887,0.029481334201775736,8443,20728,0.4299732409999706
00246,0.0,0.0,601,32,0.4117130159866065
00247,0.0069318678573658905,0.013768295708260977,965,111903,0.4331159659777768
00248,0.0,0.0,2005,0,0.40350909502012655
00249,0.0024067059579646927,0.004801855262260419,1345,145265,0.4133871129597537
00250,0.0005443287745798462,0.001088065283917035,40,73485,0.4306829040287994
00252,0.0002160267873216279,0.0004319602596561116,26,83315,0.4307817989611067
00254,0.0,0.0,5854,0,0.41276622196892276
00255,0.009245868607919924,0.01832233134760908,2371,59739,0.4367831340059638
00256,0.002353152775071569,0.004695256893354866,6902,59974,0.4240589590044692
00257,0.0,0.0,1495,0,0.41007084801094607
00258,0.005480964757531277,0.010902175077681346,554,74110,0.4538858580053784
00259,0.003050388340205197,0.0060822235366516705,1405,165968,0.4121125990059227
00260,0.0,0.0,2511,1306,0.40986196196172386
00261,0.012120428995994314,0.023950566847104483,2424,36740,0.4317851740051992
00262,0.0,0.0,1693,0,0.40377440996235237
00263,0.013657056145675266,0.02694610778443114,3259,3421,0.41577016102382913
00264,0.00016202203499675956,0.0003239915762190183,1152,11194,0.41235430602682754
00265,0.0,0.0,10001,86,0.40177207899978384
00266,0.0,0.0,1724,0,0.40020887000719085
00267,0.0,0.0,280,28234,0.415520011971239
00268,0.0,0.0,9716,0,0.4061699489830062
00269,0.004899071398892636,0.009750375014423631,4739,99257,0.44101415801560506
00270,0.0,0.0,7673,0,0.42192955897189677
00271,0.0,0.0,491,0,0.40086473495466635
00272,0.0,0.0,4953,0,0.4107866759877652
00273,0.0,0.0,856,1453,0.4030574709759094
00274,0.0,0.0,4544,8000,0.4082867790129967
00275,0.0,0.0,1313,70,0.4011994160246104
00276,0.003460791761627416,0.00689771197846568,3685,8203,0.42020026000682265
00277,0.0,0.0,144,46993,0.4377364970277995
00278,0.004625060197304114,0.009207534991006043,2589,208108,0.4382760829757899
00279,0.00048353707369407214,0.000966606757185362,256,65955,0.43498173501575366
00280,0.02241612315647218,0.043849314674865664,1814,32987,0.42985127394786105
00281,0.0,0.0,10666,0,0.40337510901736096
00282,0.0,0.0,548,1005,0.4102567079826258
00283,0.0,0.0,4007,0,0.40593845903640613
00284,0.0014883413262774929,0.00297225891677675,10542,1570,0.41108137101400644
00285,0.0,0.0,11310,2028,0.4059016859973781
00286,0.0,0.0,1950,0,0.40268681599991396
00288,0.0,0.0,3390,2193,0.41231751698069274
00289,0.012644151107058261,0.024972545574346583,2158,88902,0.43781813798705116
00290,0.0,0.0,29,52235,0.4065972169628367
00291,0.0,0.0,1556,4737,0.41673065396025777
00292,0.0,0.0,222,94449,0.42898764298297465
00293,0.0,0.0,1611,1251,0.41007888002786785
00294,0.0008058809654847079,0.0016104640886148045,384,50533,0.4430155179579742
00295,0.00018061952497064934,0.00036117381489841985,789,10286,0.4294405050459318
00296,0.008640120210368144,0.01713221601489758,1593,3777,0.4320914350100793
00297,0.01926721415034744,0.03780601177564301,3536,2918,0.411068924004212
00298,0.0005361108983686911,0.0010716472749540723,562,12502,0.4122132899938151
00299,0.006883072739632903,0.013672039834585197,9053,2796,0.41203179000876844
00300,0.0,0.0,8247,0,0.40569345699623227
00301,0.0,0.0,3141,0,0.41106738400412723
00302,0.006323605407022602,0.012567737401856781,786,73213,0.44251184799941257
00303,0.0067645548002321565,0.013438206118757165,2361,148552,0.43567408598028123
00304,0.004588484241006794,0.009135052437861689,4796,40305,0.42003470996860415
00305,0.0,0.0,2417,6337,0.4096930150408298
00306,0.004354062604909511,0.008670373859227972,3071,95656,0.4345638999948278
00307,0.007661173749638624,0.01520585281882083,5883,1088,0.40468050504568964
00308,0.0,0.0,384,0,0.3928745900047943
00309,0.0006262612205135342,0.0012517385257301808,222,57298,0.42270747502334416
00310,0.0,0.0,775,2303,0.4106676669907756
00311,0.03180578995196676,0.061650729743331655,1545,6403,0.4249772570328787
00312,0.0,0.0,41,51960,0.4168851499562152
00313,0.0003847956389827582,0.0007692952565057228,78,202705,0.4266532329493202
00314,0.005565664133575939,0.011069717935071846,9455,9335,0.4212598589947447
00315,0.016866167271603984,0.03317283594331455,5321,60516,0.44458876800490543
00316,0.0,0.0,599,1330,0.4168613639776595
00317,0.0,0.0,396,17284,0.40623126801801845
00318,0.0001606588704835832,0.00032126612671412385,372,117910,0.43251071200938895
00319,0.01423948220064725,0.028079132099553285,7274,5262,0.4130583520163782
00320,0.0,0.0,444,305,0.4125872860313393
00321,0.00696479915138319,0.013833252477649178,2883,69262,0.4400051469565369
00322,0.005233628985599558,0.010412761441100838,2941,186442,0.43796281795948744
00323,0.0,0.0,8098,2724,0.40556652599480003
00324,0.0,0.0,239,89417,0.4305975280003622
00325,0.0034195796419171885,0.006815851935314056,2637,213917,0.4223471840377897
00326,0.0,0.0,1288,220,0.40744852198986337
00327,0.042794210195091255,0.08207604103802052,4479,15405,0.4258726760162972
00328,0.0,0.0,1166,4010,0.41450165497371927
00329,0.00024939599407684517,0.0004986676224462763,23,64148,0.42555800604168326
00330,0.019736167400379073,0.0387083797384428,9737,258732,0.4207190389861353
00331,0.0013340879689521345,0.002664621098954338,399,24370,0.42069412098499015
00332,0.004279714472780697,0.008522953139658763,2414,186253,0.43577888497384265
00333,0.0,0.0,3394,2175,0.41593142598867416
00334,0.001478872069257739,0.0029533764725402354,140,60130,0.4448094409890473
00335,0.0016187778227438284,0.0032323232323232323,65,34585,0.4433488720096648
00336,0.002304466055215007,0.004598335402584265,2654,40840,0.4364977679797448
00337,0.0010909725656765485,0.002179567283242034,338,68483,0.43904504500096664
00338,0.002702880875469708,0.005391190006574622,4157,26263,0.417207379010506
00339,0.0,0.0,2002,0,0.40547579200938344
00340,0.0,0.0,431,0,0.398127596010454
00341,0.0,0.0,225,114237,0.4464525139774196
00342,0.004098360655737705,0.00816326530612245,3241,5824,0.4283296630019322
00343,0.024213950126490785,0.04728299223712068,1468,1366,0.4093893360113725
00344,0.0,0.0,1423,91687,0.4320881520397961
00345,0.0,0.0,9074,25326,0.40876520896563306
00346,0.002969400688031867,0.005921218904574503,13079,14618,0.41852045396808535
00347,0.010852441799404866,0.021471861471861472,1326,27549,0.4129303449881263
00348,0.006699287682341341,0.01330941178624389,852,108394,0.43627527001081035
00349,0.0,0.0,3009,830,0.40413484000600874
00350,0.0,0.0,4402,9132,0.41977765399497
00351,0.0,0.0,2572,0,0.4160524179460481
00352,0.0,0.0,1414,10309,0.421458684024401
00354,0.01714024409473651,0.033702813735369354,1896,62609,0.44610910199116915
00355,0.0016697918234947922,0.0033340165334426455,763,72422,0.4190221830504015
00356,0.005288432314145036,0.01052122384810739,4055,12483,0.41300289001083
00357,0.0,0.0,1204,7702,0.4136035109986551
00358,0.0,0.0,2064,12203,0.4112517489702441
00359,0.0,0.0,632,8192,0.4074560620356351
00362,0.014110309216860796,0.02782795735063058,3678,115339,0.4310057540424168
00363,0.0,0.0,3052,0,0.41150525101693347
00364,0.0006021027279885137,0.001203480836882059,223,64589,0.430745444027707
00365,0.0,0.0,716,0,0.41387959400890395
00366,0.0006279863481228669,0.0012551844575420213,520,109424,0.4279427070287056
00367,0.004059009601657196,0.008085201293632207,1716,34152,0.4145941350143403
00368,0.009340777324457806,0.01850866929050101,8936,9866,0.4286886740010232
00369,0.003167665751117705,0.0063153266582728785,9990,40047,0.43447247199947014
00370,0.0,0.0,337,50920,0.4370891690487042
00371,0.0004957858205255329,0.0009910802775024777,1485,67127,0.41482817399082705
00372,0.006510660426417057,0.012937091840952302,2953,45435,0.4360191239975393
00373,0.0031584176046635863,0.006296946821630105,2345,104691,0.4572948720306158
00374,0.005795202151287965,0.011523622580208474,3283,114909,0.446126626979094
00375,0.0,0.0,1069,0,0.40542995400028303
00376,0.0,0.0,1732,2083,0.41207256499910727
00378,0.0,0.0,571,15143,0.4272662730072625
00379,0.0,0.0,7151,749,0.4145409219781868
00380,0.0,0.0,1324,2278,0.401529515045695
00381,0.012997562956945572,0.02566158781074579,2886,13325,0.41885118902428076
00382,0.0,0.0,497,23579,0.4110209450009279
00383,0.0,0.0,281,0,0.41703249502461404
00384,0.0010655301012253596,0.0021287919105907396,245,84310,0.41671998205129057
00385,0.0,0.0,1779,8001,0.4157480029971339
00386,6.449532408900354e-05,0.00012898232942086933,4163,11343,0.4157792159821838
00387,0.0007040537247149936,0.0014071167636314436,227,110638,0.4259524999652058
