frame,iou,dice,gt_px,pred_px,latency_s
00529,0.0,0.0,10437,0,0.14471491798758507
00530,0.0,0.0,899,0,0.003733209043275565
00531,1.0,1.0,0,0,0.0034092009882442653
00532,0.14066404855408782,0.24663536776212833,1666,1529,0.003091311955358833
00533,0.2861165258826078,0.4449309531828899,3502,2436,0.0030803419649600983
00534,0.0500382388287993,0.09530746020185205,8756,10466,0.0030635889852419496
00535,0.64518555667001,0.7843316567596403,3457,3104,0.0032040239893831313
00536,0.0,0.0,1048,0,0.0030802020337432623
00537,0.23890784982935154,0.3856749311294766,792,1386,0.003026779042556882
00538,0.0,0.0,22,0,0.0029952129698358476
00539,0.16266944734098018,0.27982062780269057,941,174,0.0030000939732417464
00540,0.6982032565974172,0.8222846751529178,3076,2973,0.003012872999534011
00541,0.0,0.0,2325,0,0.003034888010006398
00542,0.0,0.0,871,0,0.003059501003008336
00543,0.021151586368977675,0.04142692750287687,748,121,0.0030140000162646174
00544,0.29480840543881337,0.45536992840095464,744,1351,0.003016907023265958
00545,0.0,0.0,474,214,0.002938379009719938
00546,0.041932543299908843,0.0804899387576553,514,629,0.0029318619635887444
00547,0.006510159794831328,0.012936103488827911,375,4727,0.002953635004814714
00548,0.0,0.0,801,198,0.002927800000179559
00549,0.0,0.0,2453,2297,0.002935567987151444
00550,0.5296118756765115,0.6924787707238172,5295,4597,0.003013073990587145
00551,0.12059158134243458,0.2152284263959391,303,682,0.0029387010145001113
00552,0.0,0.0,2167,8,0.0029410350252874196
00553,0.0,0.0,769,1732,0.002976424992084503
00554,0.03232265446224256,0.06262122471598781,1994,1615,0.0029365209629759192
00555,0.5720095693779904,0.727743113681327,3471,3100,0.002963959996122867
00556,0.14432989690721648,0.25225225225225223,882,783,0.002928861998952925
00557,0.0,0.0,35,311,0.0029448409914039075
00558,0.2940257711831316,0.4544357272178636,2134,1180,0.0029406219837255776
00559,0.17400881057268722,0.2964352720450281,237,296,0.0029333370039239526
00560,0.0,0.0,630,0,0.0029324020142666996
00561,0.0,0.0,534,116,0.0029442660161294043
00562,0.0,0.0,0,143,0.002960550016723573
00563,0.0,0.0,2193,0,0.0030641750199720263
00564,0.0,0.0,143,21,0.002990790002513677
00565,0.007360157016683023,0.014612761811982464,1595,458,0.003017520997673273
